name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
the elder scrolls v skyrim,15,False,"EPIC FANTASY REBORN The next chapter in the highly anticipated Elder Scrolls saga arrives from the makers of the 2006 and 2008 Games of the Year, Bethesda Game Studios. Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose.","English, French, German, Italian, Spanish - Spain, Japanese, Czech, Polish, Russian",https://cdn.akamai.steamstatic.com/steam/apps/72850/header.jpg?t=1647357402,http://elderscrolls.com/,10,Singleplayer,RPG,,,,,,
the elder scrolls v skyrim special edition,10,False,"Winner of more than 200 Game of the Year Awards, Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more.","English, French, German, Italian, Spanish - Spain, Polish, Traditional Chinese, Russian, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/489830/header.jpg?t=1650909796,,6,Singleplayer,RPG,,,,,,
the escapists,18,False,The Escapists provides players the opportunity of experiencing a light-hearted insight into everyday prison life with the main objective being that of escaping!,"English, French, German, Spanish - Spain, Polish, Russian, Italian",https://cdn.akamai.steamstatic.com/steam/apps/298630/header.jpg?t=1668604330,,6,Singleplayer,Action,Adventure,Indie,Simulation,Strategy,,
the escapists 2,15,False,"Craft, Steal, Brawl and Escape! It’s time to bust out of the toughest prisons in the world as you return to the life of an inmate in The Escapists 2, now with multiplayer! Have you got what it takes to escape?","English, French, German, Spanish - Spain, Russian, Simplified Chinese, Italian",https://cdn.akamai.steamstatic.com/steam/apps/641990/header.jpg?t=1668604436,https://www.team17.com/games/the-escapists-2/,6,Multiplayer,Indie,Simulation,Strategy,,,,
the evil within,18,False,"Developed by Shinji Mikami -- creator of the seminal Resident Evil series -- and the talented team at Tango Gameworks, The Evil Within embodies the meaning of pure survival horror. Highly-crafted environments, horrifying anxiety, and an intricate story are combined to create an immersive world that will bring you to the height of tension.","English, French, German, Italian, Spanish - Spain, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/268050/header.jpg?t=1572026108,http://www.theevilwithin.com,5,Singleplayer,Action,,,,,,
the evil within 2,15,False,"Detective Sebastian Castellanos has lost everything, including his daughter, Lily. To save her, he must descend into the nightmarish world of STEM. Horrifying threats emerge from every corner, and he must rely on his wits to survive. For his one chance at redemption, the only way out is in.","English, French, German, Italian, Spanish - Spain, Japanese, Russian, Korean, Polish, Portuguese - Brazil, Traditional Chinese, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/601430/header.jpg?t=1569959193,https://evilwithin2.bethesda.net/?utm_source=Steam,7,Singleplayer,Action,Adventure,,,,,
the expendabros,15,True,"The Expendabros have assembled and set their sights on the forces of ruthless arms dealer Conrad Stonebanks in the forests of Eastern Europe. Battle in a flurry of bullets and non-stop action through ten full-throttle missions set amongst the picturesque tree tops and the absurdly dangerous lumber mills teeming with enemy soldiers,...",English,https://cdn.akamai.steamstatic.com/steam/apps/312990/header.jpg?t=1622676725,http://www.broforcegame.com,6,Multiplayer,Action,Adventure,Free to Play,Indie,,,
the forest,18,False,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.","English, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/242760/header.jpg?t=1666811027,http://survivetheforest.com/,8,Multiplayer,Action,Adventure,Indie,Simulation,,,
the henry stickmin collection,15,False,A choose-your-own-path where failing is more fun than succeeding.,English,https://cdn.akamai.steamstatic.com/steam/apps/1089980/header.jpg?t=1619212064,http://innersloth.com/gameHenryCollection.php,6,Singleplayer,Adventure,Casual,Indie,,,,
the i of the dragon,18,False,"The world of Nimoa is as beautiful as the morning dew, but only at first glance. Under the surface of hills and fertile valleys lurks an old and eternal evil. Living as a mould, stretching threads through an infected area like deadly toadstools. The center of this &quot;being?&quot; deep in the under world is the giant daemon, Skarborr.","English, German, Hungarian, Czechs ",https://cdn.akamai.steamstatic.com/steam/apps/279720/header.jpg?t=1577607281,www.i-dragon.com,8,Singleplayer,RPG,,,,,,
the isle,10,False,Experience fierce open world survival gameplay as you attempt to stay alive on an unforgiving island inhabited by dinosaurs! Hunt. Grow. Survive.,English,https://cdn.akamai.steamstatic.com/steam/apps/376210/header.jpg?t=1653237914,https://survivetheisle.com,8,Multiplayer,Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access,
the lab,15,True,"Welcome to The Lab, a compilation of Valve’s room-scale VR experiments set in a pocket universe within Aperture Science. Fix a robot, defend a castle, adopt a mechanical dog, and more. Still not sold? It’s free!","English, French, German, Czech, Finnish, Hungarian, Polish, Portuguese - Portugal, Portuguese - Brazil, Ukrainian, Bulgarian, Swedish, Italian, Japanese, Spanish - Spain, Danish, Korean, Russian, Simplified Chinese, Traditional Chinese, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/450390/header.jpg?t=1677266902,,7,Singleplayer,Free to Play,,,,,,
the lego  ninjago  movie video game,18,False,"Find your inner ninja with the all-new LEGO NINJAGO Movie Video Game! Play as your favorite ninjas to defend Ninjago from the evil Lord Garmadon. Master the art of Ninjagility by wall-running and high-jumping, and battle foes to rank up and upgrade the ninja's combat skills.","English, French, Spanish - Spain, Portuguese - Brazil, Italian, German, Arabic, Danish, Dutch, Korean, Polish, Russian, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/640590/header.jpg?t=1635187709,https://lnmvg.wbgames.com/1/en-us/index.html,8,Multiplayer,Action,,,,,,
the long dark,18,False,"THE LONG DARK is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. There are no zombies -- only you, the cold, and all the threats Mother Nature can muster.","English, German, Russian, French, Spanish - Spain, Finnish, Japanese, Korean, Norwegian, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Portuguese - Brazil, Dutch, Italian, Polish, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/305620/header.jpg?t=1670900617,http://www.thelongdark.com,8,Singleplayer,Adventure,Indie,Simulation,Strategy,,,
the lord of the rings online ,15,True,Join the world’s greatest fellowship of players in the award-winning online re-creation of J. R. R. Tolkien’s legendary Middle-earth.,"English, French, German",https://cdn.akamai.steamstatic.com/steam/apps/212500/header.jpg?t=1656446044,https://signup.lotro.com/lotro.php?ftui=LOTROSteam&amp;abrs=1,8,Multiplayer,Action,Adventure,Free to Play,Massively Multiplayer,RPG,,
the red solstice,18,False,"2280 A.D. The last few survivors of a ruined Earth seek a new home: Mars, a planet whose inhabitants didn't take too kindly to outsiders. The Red Solstice is a tense, tactical, squad-based action game. Fight to survive with up to 8 players in co-op, or lead your own squad in single-player mode.",English,https://cdn.akamai.steamstatic.com/steam/apps/265590/header.jpg?t=1611045114,http://www.theredsolstice.com/,6,Multiplayer,Action,RPG,Strategy,,,,
the riftbreaker,18,False,"The Riftbreaker™ is a base-building, survival game with Action-RPG elements. You are an elite scientist/commando inside an advanced Mecha-Suit capable of dimensional rift travel. Hack &amp; slash countless enemies. Build up your base, collect samples and research new inventions to survive.","English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/780310/header.jpg?t=1687786310,http://www.riftbreaker.com/,8,Singleplayer,Action,Adventure,Indie,RPG,Simulation,Strategy,
the ship murder party,18,False,The Ship is a murder mystery multiplayer.,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",https://cdn.akamai.steamstatic.com/steam/apps/2400/header.jpg?t=1594373405,http://www.blazinggriffin.com/games/the-ship-murder-party/,6,Multiplayer,Action,Indie,RPG,,,,
the sims  3,15,False,The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies.,"Czech, Danish, Dutch, English, Finnish, French, German, Hungarian, Italian, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Spanish - Spain, Swedish, Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/47890/header.jpg?t=1615894474,http://www.thesims3.com/,8,Singleplayer,Simulation,,,,,,
the sims  4,15,True,Play with life and discover the possibilities. Unleash your imagination and create a world of Sims that’s wholly unique. Explore and customize every detail from Sims to homes–and much more.,"English, French, German, Italian, Spanish - Spain, Czech, Danish, Dutch, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Finnish, Traditional Chinese, Simplified Chinese, Korean",https://cdn.akamai.steamstatic.com/steam/apps/1222670/header.jpg?t=1689873354,https://www.ea.com/games/the-sims/the-sims-4,8,Singleplayer,Adventure,Casual,Free to Play,Simulation,,,
the stanley parable,10,False,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.","English, Italian, Spanish - Spain, Danish, Dutch, Russian, French, German, Polish, Portuguese - Portugal, Turkish, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/221910/header.jpg?t=1668035575,http://stanleyparable.com,8,Singleplayer,Adventure,Indie,,,,,
the surge,18,False,"Welcome to CREO, the megacorporation saving the world! A catastrophic event has knocked you out during the first day on the job… you wake up equipped with a heavy-grade exoskeleton, in a destroyed section of the complex.","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/378540/header.jpg?t=1649842572,https://www.focus-home.com/games/the-surge,6,Singleplayer,Action,RPG,,,,,
the talos principle,10,False,"The Talos Principle is a first-person puzzle game in the tradition of philosophical science fiction. Made by Croteam and written by Tom Jubert (FTL, The Swapper) and Jonas Kyratzes (The Sea Will Claim Everything).","English, French, German, Italian, Spanish - Spain, Russian, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Czechs ",https://cdn.akamai.steamstatic.com/steam/apps/257510/header.jpg?t=1684960733,http://www.thetalosprinciple.com,8,Singleplayer,Action,Adventure,Indie,,,,
